DistType,Story,PerturbationID,Distance,AtBoundary,DistWordIndex,OriginalWordIndex,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story12,CD_Story12_s2_k33,2,1,35,35,5.4008259773254395,5.980486869812012,-0.5796608924865723,0.014041423797607422
CD,Story12,CD_Story12_s3_k48,0,0,48,48,14.010414123535156,0.6617774367332458,13.34863668680191,0.016072630882263184
CD,Story12,CD_Story12_s3_k48,1,0,49,49,0.17019672691822052,0.1875796765089035,-0.017382949590682983,0.03471428155899048
CD,Story12,CD_Story12_s3_k48,2,0,50,50,4.661518573760986,4.4757537841796875,0.18576478958129883,0.026862263679504395
CD,Story12,CD_Story12_s3_k48,3,0,51,51,1.451981782913208,1.4765889644622803,-0.024607181549072266,0.027706146240234375
CD,Story12,CD_Story12_s3_k48,4,0,52,52,3.2862348556518555,2.9096412658691406,0.37659358978271484,0.014076530933380127
CD,Story12,CD_Story12_s3_k48,5,0,53,53,3.7533140182495117,4.595118522644043,-0.8418045043945312,0.011892378330230713
CD,Story12,CD_Story12_s3_k48,6,1,54,54,4.292854309082031,3.8831374645233154,0.4097168445587158,0.0144883394241333
CD,Story13,CD_Story13_s2_k50,0,0,50,50,18.16461944580078,3.3564391136169434,14.808180332183838,0.031183719635009766
CD,Story13,CD_Story13_s2_k50,1,0,51,51,11.021135330200195,10.55465316772461,0.46648216247558594,0.047740280628204346
CD,Story13,CD_Story13_s2_k50,2,0,52,52,6.173329830169678,6.228285789489746,-0.05495595932006836,0.026505470275878906
CD,Story13,CD_Story13_s2_k50,3,0,53,53,0.1111697405576706,0.12085539102554321,-0.00968565046787262,0.0212552547454834
CD,Story13,CD_Story13_s2_k50,4,0,54,54,0.29842233657836914,0.14957748353481293,0.1488448530435562,0.004585564136505127
CD,Story13,CD_Story13_s2_k50,5,0,55,55,0.38523542881011963,0.28721269965171814,0.09802272915840149,0.009241044521331787
CD,Story13,CD_Story13_s2_k50,6,1,56,56,5.38598108291626,5.052816390991211,0.33316469192504883,0.04110532999038696
CD,Story13,CD_Story13_s4_k73,0,0,73,73,12.269627571105957,0.1303483098745346,12.139279261231422,0.442888081073761
CD,Story13,CD_Story13_s4_k73,1,0,74,74,3.367476224899292,2.590376138687134,0.7771000862121582,0.1908891201019287
CD,Story13,CD_Story13_s4_k73,2,0,75,75,4.816466331481934,4.935748100280762,-0.11928176879882812,0.12455666065216064
CD,Story13,CD_Story13_s4_k73,3,0,76,76,5.082061767578125,3.828019618988037,1.254042148590088,0.1652369499206543
CD,Story13,CD_Story13_s4_k73,4,0,77,77,3.8243813514709473,1.9388689994812012,1.885512351989746,0.07120895385742188
CD,Story13,CD_Story13_s4_k73,5,0,78,78,7.432278633117676,9.614164352416992,-2.1818857192993164,0.04636251926422119
CD,Story13,CD_Story13_s4_k73,6,0,79,79,5.063850402832031,4.871183395385742,0.19266700744628906,0.03296941518783569
CD,Story13,CD_Story13_s4_k73,7,0,80,80,5.723981857299805,5.839046478271484,-0.11506462097167969,0.03067755699157715
