DistType,Story,MapSentenceIndex,PerturbationID,AnchorDistWordIndex,Distance,AtBoundary,EndDistance,N_K_Spans,DistWordIndex,OriginalWordIndex,DistWord,OriginalWord
CD,Story20,5,CD_Story20_s5_k77,77,2,0,6,1,79,79,a,a
CD,Story20,5,CD_Story20_s5_k77,77,3,0,6,1,80,80,whole,whole
CD,Story20,5,CD_Story20_s5_k77,77,4,0,6,1,81,81,pile,pile
CD,Story20,5,CD_Story20_s5_k77,77,5,0,6,1,82,82,of,of
CD,Story20,5,CD_Story20_s5_k77,77,6,1,6,1,83,83,"pearls.""","pearls."""
CD,Story21,2,CD_Story21_s2_k31,31,0,0,2,1,31,31,"blanket,","arrow,"
CD,Story21,2,CD_Story21_s2_k31,31,1,0,2,1,32,32,without,without
CD,Story21,2,CD_Story21_s2_k31,31,2,1,2,1,33,33,mercy.,mercy.
CD,Story21,3,CD_Story21_s3_k47,47,0,0,10,1,47,47,reflection,heart
CD,Story21,3,CD_Story21_s3_k47,47,1,0,10,1,48,48,and,and
CD,Story21,3,CD_Story21_s3_k47,47,2,0,10,1,49,49,noticed,noticed
CD,Story21,3,CD_Story21_s3_k47,47,3,0,10,1,50,50,that,that
CD,Story21,3,CD_Story21_s3_k47,47,4,0,10,1,51,51,its,its
CD,Story21,3,CD_Story21_s3_k47,47,5,0,10,1,52,52,feathers,feathers
CD,Story21,3,CD_Story21_s3_k47,47,6,0,10,1,53,53,came,came
CD,Story21,3,CD_Story21_s3_k47,47,7,0,10,1,54,54,from,from
CD,Story21,3,CD_Story21_s3_k47,47,8,0,10,1,55,55,his,his
CD,Story21,3,CD_Story21_s3_k47,47,9,0,10,1,56,56,own,own
CD,Story21,3,CD_Story21_s3_k47,47,10,1,10,1,57,57,wings.,wings.
RD,Story1,2,RD_Story1_s2_k32,32,0,0,2,1,32,32,an,the
RD,Story1,2,RD_Story1_s2_k32,32,1,0,2,1,33,33,ant's,ant's
RD,Story1,2,RD_Story1_s2_k32,32,2,1,2,1,34,34,struggle.,struggle.
RD,Story1,3,RD_Story1_s3_k36,36,0,0,11,1,36,36,another,a
RD,Story1,3,RD_Story1_s3_k36,36,1,0,11,1,37,37,"leaf,","leaf,"
RD,Story1,3,RD_Story1_s3_k36,36,2,0,11,1,38,38,the,the
RD,Story1,3,RD_Story1_s3_k36,36,3,0,11,1,39,39,dove,dove
RD,Story1,3,RD_Story1_s3_k36,36,4,0,11,1,40,40,dropped,dropped
RD,Story1,3,RD_Story1_s3_k36,36,5,0,11,1,41,41,it,it
RD,Story1,3,RD_Story1_s3_k36,36,6,0,11,1,42,42,into,into
RD,Story1,3,RD_Story1_s3_k36,36,7,0,11,1,43,43,the,the
RD,Story1,3,RD_Story1_s3_k36,36,8,0,11,1,44,44,stream,stream
RD,Story1,3,RD_Story1_s3_k36,36,9,0,11,1,45,45,near,near
RD,Story1,3,RD_Story1_s3_k36,36,10,0,11,1,46,46,the,the
RD,Story1,5,RD_Story1_s5_k73,73,0,0,1,1,73,73,a,the
RD,Story1,5,RD_Story1_s5_k73,73,1,1,1,1,74,74,dove.,dove.
RD,Story1,6,RD_Story1_s6_k80,80,0,0,2,1,80,80,a,the
RD,Story1,6,RD_Story1_s6_k80,80,1,0,2,1,81,81,birdcatcher’s,birdcatcher’s
RD,Story1,6,RD_Story1_s6_k80,80,2,1,2,1,82,82,foot.,foot.
RD,Story1,7,RD_Story1_s7_k87,87,0,0,16,1,87,87,it,he
RD,Story1,7,RD_Story1_s7_k87,87,1,0,16,1,88,88,dropped,dropped
RD,Story1,7,RD_Story1_s7_k87,87,2,0,16,1,89,89,the,the
RD,Story1,7,RD_Story1_s7_k87,87,3,0,16,1,90,90,"twigs,","twigs,"
RD,Story1,7,RD_Story1_s7_k87,87,4,0,16,1,91,91,making,making
RD,Story1,7,RD_Story1_s7_k87,87,5,0,16,1,92,92,a,a
RD,Story1,7,RD_Story1_s7_k87,87,6,0,16,1,93,93,noise,noise
RD,Story1,7,RD_Story1_s7_k87,87,7,0,16,1,94,94,that,that
RD,Story1,7,RD_Story1_s7_k87,87,8,0,16,1,95,95,alerted,alerted
RD,Story1,7,RD_Story1_s7_k87,87,9,0,16,1,96,96,the,the
RD,Story1,7,RD_Story1_s7_k87,87,10,0,16,1,97,97,"dove,","dove,"
RD,Story2,2,RD_Story2_s2_k28,28,0,0,11,1,28,28,them,it
RD,Story2,2,RD_Story2_s2_k28,28,1,0,11,1,29,29,in,in
RD,Story2,2,RD_Story2_s2_k28,28,2,0,11,1,30,30,the,the
RD,Story2,2,RD_Story2_s2_k28,28,3,0,11,1,31,31,stable,stable
RD,Story2,2,RD_Story2_s2_k28,28,4,0,11,1,32,32,with,with
RD,Story2,2,RD_Story2_s2_k28,28,5,0,11,1,33,33,his,his
RD,Story2,2,RD_Story2_s2_k28,28,6,0,11,1,34,34,other,other
RD,Story2,2,RD_Story2_s2_k28,28,7,0,11,1,35,35,"donkeys,","donkeys,"
RD,Story2,2,RD_Story2_s2_k28,28,8,0,11,1,36,36,so,so
RD,Story2,2,RD_Story2_s2_k28,28,9,0,11,1,37,37,it,it
RD,Story2,2,RD_Story2_s2_k28,28,10,0,11,1,38,38,could,could
RD,Story2,3,RD_Story2_s3_k41,41,0,0,15,1,41,41,a,the
RD,Story2,3,RD_Story2_s3_k41,41,1,0,15,1,42,42,new,new
RD,Story2,3,RD_Story2_s3_k41,41,2,0,15,1,43,43,donkey,donkey
RD,Story2,3,RD_Story2_s3_k41,41,3,0,15,1,44,44,left,left
RD,Story2,3,RD_Story2_s3_k41,41,4,0,15,1,45,45,the,the
RD,Story2,3,RD_Story2_s3_k41,41,5,0,15,1,46,46,group,group
RD,Story2,3,RD_Story2_s3_k41,41,6,0,15,1,47,47,and,and
RD,Story2,3,RD_Story2_s3_k41,41,7,0,15,1,48,48,joined,joined
RD,Story2,3,RD_Story2_s3_k41,41,8,0,15,1,49,49,the,the
RD,Story2,3,RD_Story2_s3_k41,41,9,0,15,1,50,50,laziest,laziest
RD,Story2,3,RD_Story2_s3_k41,41,10,0,15,1,51,51,and,and
RD,Story2,4,RD_Story2_s4_k65,65,0,0,8,1,65,65,another,the
RD,Story2,4,RD_Story2_s4_k65,65,1,0,8,1,66,66,donkey,donkey
RD,Story2,4,RD_Story2_s4_k65,65,2,0,8,1,67,67,and,and
RD,Story2,4,RD_Story2_s4_k65,65,3,0,8,1,68,68,took,took
RD,Story2,4,RD_Story2_s4_k65,65,4,0,8,1,69,69,it,it
RD,Story2,4,RD_Story2_s4_k65,65,5,0,8,1,70,70,back,back
RD,Story2,4,RD_Story2_s4_k65,65,6,0,8,1,71,71,to,to
RD,Story2,4,RD_Story2_s4_k65,65,7,0,8,1,72,72,its,its
RD,Story2,4,RD_Story2_s4_k65,65,8,1,8,1,73,73,owner.,owner.
RD,Story2,5,RD_Story2_s5_k84,84,0,0,7,1,84,84,she,he
RD,Story2,5,RD_Story2_s5_k84,84,1,0,7,1,85,85,"replied,","replied,"
RD,Story2,5,RD_Story2_s5_k84,84,2,0,7,1,86,86,"""I","""I"
RD,Story2,5,RD_Story2_s5_k84,84,3,0,7,1,87,87,don’t,don’t
RD,Story2,5,RD_Story2_s5_k84,84,4,0,7,1,88,88,need,need
RD,Story2,5,RD_Story2_s5_k84,84,5,0,7,1,89,89,any,any
RD,Story2,5,RD_Story2_s5_k84,84,6,0,7,1,90,90,more,more
RD,Story2,5,RD_Story2_s5_k84,84,7,1,7,1,91,91,time.,time.
RD,Story3,2,RD_Story3_s2_k23,23,0,0,16,1,23,23,a,the
RD,Story3,2,RD_Story3_s2_k23,23,1,0,16,1,24,24,traveler,traveler
RD,Story3,2,RD_Story3_s2_k23,23,2,0,16,1,25,25,decided,decided
RD,Story3,2,RD_Story3_s2_k23,23,3,0,16,1,26,26,to,to
RD,Story3,2,RD_Story3_s2_k23,23,4,0,16,1,27,27,take,take
RD,Story3,2,RD_Story3_s2_k23,23,5,0,16,1,28,28,a,a
RD,Story3,2,RD_Story3_s2_k23,23,6,0,16,1,29,29,break,break
RD,Story3,2,RD_Story3_s2_k23,23,7,0,16,1,30,30,and,and
RD,Story3,2,RD_Story3_s2_k23,23,8,0,16,1,31,31,sought,sought
RD,Story3,2,RD_Story3_s2_k23,23,9,0,16,1,32,32,shelter,shelter
RD,Story3,2,RD_Story3_s2_k23,23,10,0,16,1,33,33,from,from
RD,Story3,3,RD_Story3_s3_k62,62,0,1,0,1,62,62,her.,it.
RD,Story3,4,RD_Story3_s4_k67,67,0,0,18,1,67,67,they,he
RD,Story3,4,RD_Story3_s4_k67,67,1,0,18,1,68,68,had,had
RD,Story3,4,RD_Story3_s4_k67,67,2,0,18,1,69,69,only,only
RD,Story3,4,RD_Story3_s4_k67,67,3,0,18,1,70,70,lent,lent
RD,Story3,4,RD_Story3_s4_k67,67,4,0,18,1,71,71,the,the
RD,Story3,4,RD_Story3_s4_k67,67,5,0,18,1,72,72,"donkey,","donkey,"
RD,Story3,4,RD_Story3_s4_k67,67,6,0,18,1,73,73,not,not
RD,Story3,4,RD_Story3_s4_k67,67,7,0,18,1,74,74,its,its
RD,Story3,4,RD_Story3_s4_k67,67,8,0,18,1,75,75,"shadow,","shadow,"
RD,Story3,4,RD_Story3_s4_k67,67,9,0,18,1,76,76,speaking,speaking
RD,Story3,4,RD_Story3_s4_k67,67,10,0,18,1,77,77,in,in
RD,Story3,5,RD_Story3_s5_k101,101,0,0,1,1,101,101,another,its
RD,Story3,5,RD_Story3_s5_k101,101,1,1,1,1,102,102,shadow.,shadow.
RD,Story3,6,RD_Story3_s6_k115,115,0,0,6,1,115,115,a,the
RD,Story3,6,RD_Story3_s6_k115,115,1,0,6,1,116,116,donkey,donkey
RD,Story3,6,RD_Story3_s6_k115,115,2,0,6,1,117,117,took,took
RD,Story3,6,RD_Story3_s6_k115,115,3,0,6,1,118,118,off,off
RD,Story3,6,RD_Story3_s6_k115,115,4,0,6,1,119,119,and,and
RD,Story3,6,RD_Story3_s6_k115,115,5,0,6,1,120,120,ran,ran
RD,Story3,6,RD_Story3_s6_k115,115,6,1,6,1,121,121,away.,away.
RD,Story4,1,RD_Story4_s1_k26,26,0,1,0,1,26,26,her.,it.
RD,Story4,2,RD_Story4_s2_k39,39,0,0,14,1,39,39,a,the
RD,Story4,2,RD_Story4_s2_k39,39,1,0,14,1,40,40,horse,horse
RD,Story4,2,RD_Story4_s2_k39,39,2,0,14,1,41,41,and,and
RD,Story4,2,RD_Story4_s2_k39,39,3,0,14,1,42,42,charged,charged
RD,Story4,2,RD_Story4_s2_k39,39,4,0,14,1,43,43,straight,straight
RD,Story4,2,RD_Story4_s2_k39,39,5,0,14,1,44,44,into,into
RD,Story4,2,RD_Story4_s2_k39,39,6,0,14,1,45,45,the,the
RD,Story4,2,RD_Story4_s2_k39,39,7,0,14,1,46,46,heart,heart
RD,Story4,2,RD_Story4_s2_k39,39,8,0,14,1,47,47,of,of
RD,Story4,2,RD_Story4_s2_k39,39,9,0,14,1,48,48,"battle,","battle,"
RD,Story4,2,RD_Story4_s2_k39,39,10,0,14,1,49,49,while,while
RD,Story4,3,RD_Story4_s3_k63,63,0,0,2,1,63,63,a,the
RD,Story4,3,RD_Story4_s3_k63,63,1,0,2,1,64,64,"battlefield,","battlefield,"
RD,Story4,3,RD_Story4_s3_k63,63,2,1,2,1,65,65,tragically.,tragically.
RD,Story4,4,RD_Story4_s4_k71,71,0,0,15,1,71,71,their,his
RD,Story4,4,RD_Story4_s4_k71,71,1,0,15,1,72,72,mind,mind
RD,Story4,4,RD_Story4_s4_k71,71,2,0,15,1,73,73,and,and
RD,Story4,4,RD_Story4_s4_k71,71,3,0,15,1,74,74,felt,felt
RD,Story4,4,RD_Story4_s4_k71,71,4,0,15,1,75,75,pity,pity
RD,Story4,4,RD_Story4_s4_k71,71,5,0,15,1,76,76,for,for
RD,Story4,4,RD_Story4_s4_k71,71,6,0,15,1,77,77,the,the
RD,Story4,4,RD_Story4_s4_k71,71,7,0,15,1,78,78,"horse,","horse,"
RD,Story4,4,RD_Story4_s4_k71,71,8,0,15,1,79,79,realizing,realizing
RD,Story4,4,RD_Story4_s4_k71,71,9,0,15,1,80,80,the,the
RD,Story4,4,RD_Story4_s4_k71,71,10,0,15,1,81,81,cost,cost
RD,Story5,2,RD_Story5_s2_k34,34,0,0,1,1,34,34,a,the
RD,Story5,2,RD_Story5_s2_k34,34,1,1,1,1,35,35,statue.,statue.
RD,Story5,3,RD_Story5_s3_k44,44,0,0,11,1,44,44,"them,","him,"
RD,Story5,3,RD_Story5_s3_k44,44,1,0,11,1,45,45,became,became
RD,Story5,3,RD_Story5_s3_k44,44,2,0,11,1,46,46,"proud,","proud,"
RD,Story5,3,RD_Story5_s3_k44,44,3,0,11,1,47,47,puffed,puffed
RD,Story5,3,RD_Story5_s3_k44,44,4,0,11,1,48,48,himself,himself
RD,Story5,3,RD_Story5_s3_k44,44,5,0,11,1,49,49,"up,","up,"
RD,Story5,3,RD_Story5_s3_k44,44,6,0,11,1,50,50,and,and
RD,Story5,3,RD_Story5_s3_k44,44,7,0,11,1,51,51,refused,refused
RD,Story5,3,RD_Story5_s3_k44,44,8,0,11,1,52,52,to,to
RD,Story5,3,RD_Story5_s3_k44,44,9,0,11,1,53,53,move,move
RD,Story5,3,RD_Story5_s3_k44,44,10,0,11,1,54,54,any,any
RD,Story5,4,RD_Story5_s4_k57,57,0,0,14,1,57,57,some,the
RD,Story5,4,RD_Story5_s4_k57,57,1,0,14,1,58,58,donkey,donkey
RD,Story5,4,RD_Story5_s4_k57,57,2,0,14,1,59,59,"stop,","stop,"
RD,Story5,4,RD_Story5_s4_k57,57,3,0,14,1,60,60,the,the
RD,Story5,4,RD_Story5_s4_k57,57,4,0,14,1,61,61,driver,driver
RD,Story5,4,RD_Story5_s4_k57,57,5,0,14,1,62,62,struck,struck
RD,Story5,4,RD_Story5_s4_k57,57,6,0,14,1,63,63,him,him
RD,Story5,4,RD_Story5_s4_k57,57,7,0,14,1,64,64,with,with
RD,Story5,4,RD_Story5_s4_k57,57,8,0,14,1,65,65,his,his
RD,Story5,4,RD_Story5_s4_k57,57,9,0,14,1,66,66,whip,whip
RD,Story5,4,RD_Story5_s4_k57,57,10,0,14,1,67,67,and,and
RD,Story5,5,RD_Story5_s5_k74,74,0,0,9,1,74,74,her,you
RD,Story5,5,RD_Story5_s5_k74,74,1,0,9,1,75,75,they,they
RD,Story5,5,RD_Story5_s5_k74,74,2,0,9,1,76,76,are,are
RD,Story5,5,RD_Story5_s5_k74,74,3,0,9,1,77,77,bowing,bowing
RD,Story5,5,RD_Story5_s5_k74,74,4,0,9,1,78,78,to;,to;
RD,Story5,5,RD_Story5_s5_k74,74,5,0,9,1,79,79,no,no
RD,Story5,5,RD_Story5_s5_k74,74,6,0,9,1,80,80,one,one
RD,Story5,5,RD_Story5_s5_k74,74,7,0,9,1,81,81,worships,worships
RD,Story5,5,RD_Story5_s5_k74,74,8,0,9,1,82,82,a,a
RD,Story5,5,RD_Story5_s5_k74,74,9,1,9,1,83,83,donkey.,donkey.
RD,Story6,2,RD_Story6_s2_k25,25,0,0,5,1,25,25,her,his
RD,Story6,2,RD_Story6_s2_k25,25,1,0,5,1,26,26,companions,companions
RD,Story6,2,RD_Story6_s2_k25,25,2,0,5,1,27,27,to,to
RD,Story6,2,RD_Story6_s2_k25,25,3,0,5,1,28,28,burst,burst
RD,Story6,2,RD_Story6_s2_k25,25,4,0,5,1,29,29,into,into
RD,Story6,2,RD_Story6_s2_k25,25,5,1,5,1,30,30,laughter.,laughter.
RD,Story6,3,RD_Story6_s3_k55,55,0,0,10,2,55,55,she,they
RD,Story6,3,RD_Story6_s3_k55,55,1,0,10,2,56,56,already,already
RD,Story6,3,RD_Story6_s3_k55,55,2,0,10,2,57,57,abandoned,abandoned
RD,Story6,3,RD_Story6_s3_k55,55,3,0,10,2,58,58,the,the
RD,Story6,3,RD_Story6_s3_k55,55,4,0,10,2,59,59,man,man
RD,Story6,3,RD_Story6_s3_k55,55,5,0,10,2,60,60,whose,whose
RD,Story6,3,RD_Story6_s3_k55,55,6,0,10,2,61,61,head,head
RD,Story6,3,RD_Story6_s3_k55,55,7,0,10,2,62,62,they,they
RD,Story6,3,RD_Story6_s3_k55,55,8,0,10,2,63,63,originally,originally
RD,Story6,3,RD_Story6_s3_k55,55,9,0,10,2,64,64,belonged,belonged
RD,Story6,3,RD_Story6_s3_k55,55,10,1,10,2,65,65,"to?""","to?"""
RD,Story7,3,RD_Story7_s3_k55,55,0,0,16,3,55,55,A,The
RD,Story7,3,RD_Story7_s3_k55,55,1,0,16,3,56,56,bald,bald
RD,Story7,3,RD_Story7_s3_k55,55,2,0,16,3,57,57,man,man
RD,Story7,3,RD_Story7_s3_k55,55,3,0,16,3,58,58,"replied,","replied,"
RD,Story7,3,RD_Story7_s3_k55,55,4,0,16,3,59,59,"""I","""I"
RD,Story7,3,RD_Story7_s3_k55,55,5,0,16,3,60,60,can,can
RD,Story7,3,RD_Story7_s3_k55,55,6,0,16,3,61,61,forgive,forgive
RD,Story7,3,RD_Story7_s3_k55,55,7,0,16,3,62,62,myself,myself
RD,Story7,3,RD_Story7_s3_k55,55,8,0,16,3,63,63,because,because
RD,Story7,3,RD_Story7_s3_k55,55,9,0,16,3,64,64,I,I
RD,Story7,3,RD_Story7_s3_k55,55,10,0,16,3,65,65,know,know
RD,Story7,4,RD_Story7_s4_k88,88,0,0,7,1,88,88,"her,","you,"
RD,Story7,4,RD_Story7_s4_k88,88,1,0,7,1,89,89,even,even
RD,Story7,4,RD_Story7_s4_k88,88,2,0,7,1,90,90,if,if
RD,Story7,4,RD_Story7_s4_k88,88,3,0,7,1,91,91,it,it
RD,Story7,4,RD_Story7_s4_k88,88,4,0,7,1,92,92,cost,cost
RD,Story7,4,RD_Story7_s4_k88,88,5,0,7,1,93,93,me,me
RD,Story7,4,RD_Story7_s4_k88,88,6,0,7,1,94,94,more,more
RD,Story7,4,RD_Story7_s4_k88,88,7,1,7,1,95,95,"pain.""","pain."""
RD,Story8,2,RD_Story8_s2_k15,15,0,0,10,1,15,15,some,the
RD,Story8,2,RD_Story8_s2_k15,15,1,0,10,1,16,16,armies,armies
RD,Story8,2,RD_Story8_s2_k15,15,2,0,10,1,17,17,"gathered,","gathered,"
RD,Story8,2,RD_Story8_s2_k15,15,3,0,10,1,18,18,the,the
RD,Story8,2,RD_Story8_s2_k15,15,4,0,10,1,19,19,Bat,Bat
RD,Story8,2,RD_Story8_s2_k15,15,5,0,10,1,20,20,couldn’t,couldn’t
RD,Story8,2,RD_Story8_s2_k15,15,6,0,10,1,21,21,decide,decide
RD,Story8,2,RD_Story8_s2_k15,15,7,0,10,1,22,22,which,which
RD,Story8,2,RD_Story8_s2_k15,15,8,0,10,1,23,23,side,side
RD,Story8,2,RD_Story8_s2_k15,15,9,0,10,1,24,24,to,to
RD,Story8,2,RD_Story8_s2_k15,15,10,1,10,1,25,25,join.,join.
RD,Story8,3,RD_Story8_s3_k50,50,0,0,13,1,50,50,she,he
RD,Story8,3,RD_Story8_s3_k50,50,1,0,13,1,51,51,"claimed,","claimed,"
RD,Story8,3,RD_Story8_s3_k50,50,2,0,13,1,52,52,“I,“I
RD,Story8,3,RD_Story8_s3_k50,50,3,0,13,1,53,53,am,am
RD,Story8,3,RD_Story8_s3_k50,50,4,0,13,1,54,54,a,a
RD,Story8,3,RD_Story8_s3_k50,50,5,0,13,1,55,55,Bird.”,Bird.”
RD,Story8,3,RD_Story8_s3_k50,50,6,0,13,1,56,56,"Fortunately,","Fortunately,"
RD,Story8,3,RD_Story8_s3_k50,50,7,0,13,1,57,57,peace,peace
RD,Story8,3,RD_Story8_s3_k50,50,8,0,13,1,58,58,was,was
RD,Story8,3,RD_Story8_s3_k50,50,9,0,13,1,59,59,"declared,","declared,"
RD,Story8,3,RD_Story8_s3_k50,50,10,0,13,1,60,60,and,and
RD,Story8,4,RD_Story8_s4_k73,73,0,0,6,1,73,73,he,they
RD,Story8,4,RD_Story8_s4_k73,73,1,0,6,1,74,74,rejected,rejected
RD,Story8,4,RD_Story8_s4_k73,73,2,0,6,1,75,75,"him,","him,"
RD,Story8,4,RD_Story8_s4_k73,73,3,0,6,1,76,76,forcing,forcing
RD,Story8,4,RD_Story8_s4_k73,73,4,0,6,1,77,77,him,him
RD,Story8,4,RD_Story8_s4_k73,73,5,0,6,1,78,78,to,to
RD,Story8,4,RD_Story8_s4_k73,73,6,1,6,1,79,79,leave.,leave.
RD,Story8,5,RD_Story8_s5_k89,89,0,0,2,1,89,89,she,he
RD,Story8,5,RD_Story8_s5_k89,89,1,0,2,1,90,90,barely,barely
RD,Story8,5,RD_Story8_s5_k89,89,2,1,2,1,91,91,escaped.,escaped.
RD,Story8,6,RD_Story8_s6_k94,94,0,0,20,1,94,94,some,his
RD,Story8,6,RD_Story8_s6_k94,94,1,0,20,1,95,95,"situation,","situation,"
RD,Story8,6,RD_Story8_s6_k94,94,2,0,20,1,96,96,the,the
RD,Story8,6,RD_Story8_s6_k94,94,3,0,20,1,97,97,Bat,Bat
RD,Story8,6,RD_Story8_s6_k94,94,4,0,20,1,98,98,"said,","said,"
RD,Story8,6,RD_Story8_s6_k94,94,5,0,20,1,99,99,“Now,“Now
RD,Story8,6,RD_Story8_s6_k94,94,6,0,20,1,100,100,I,I
RD,Story8,6,RD_Story8_s6_k94,94,7,0,20,1,101,101,understand:,understand:
RD,Story8,6,RD_Story8_s6_k94,94,8,0,20,1,102,102,‘One,‘One
RD,Story8,6,RD_Story8_s6_k94,94,9,0,20,1,103,103,who,who
RD,Story8,6,RD_Story8_s6_k94,94,10,0,20,1,104,104,tries,tries
RD,Story9,3,RD_Story9_s3_k34,34,0,0,7,1,34,34,it,he
RD,Story9,3,RD_Story9_s3_k34,34,1,0,7,1,35,35,couldn’t,couldn’t
RD,Story9,3,RD_Story9_s3_k34,34,2,0,7,1,36,36,"escape,","escape,"
RD,Story9,3,RD_Story9_s3_k34,34,3,0,7,1,37,37,lay,lay
RD,Story9,3,RD_Story9_s3_k34,34,4,0,7,1,38,38,flat,flat
RD,Story9,3,RD_Story9_s3_k34,34,5,0,7,1,39,39,on,on
RD,Story9,3,RD_Story9_s3_k34,34,6,0,7,1,40,40,the,the
RD,Story9,3,RD_Story9_s3_k34,34,7,1,7,1,41,41,ground.,ground.
RD,Story9,5,RD_Story9_s5_k53,53,0,0,13,1,53,53,a,the
RD,Story9,5,RD_Story9_s5_k53,53,1,0,13,1,54,54,man,man
RD,Story9,5,RD_Story9_s5_k53,53,2,0,13,1,55,55,pretended,pretended
RD,Story9,5,RD_Story9_s5_k53,53,3,0,13,1,56,56,to,to
RD,Story9,5,RD_Story9_s5_k53,53,4,0,13,1,57,57,be,be
RD,Story9,5,RD_Story9_s5_k53,53,5,0,13,1,58,58,"dead,","dead,"
RD,Story9,5,RD_Story9_s5_k53,53,6,0,13,1,59,59,knowing,knowing
RD,Story9,5,RD_Story9_s5_k53,53,7,0,13,1,60,60,that,that
RD,Story9,5,RD_Story9_s5_k53,53,8,0,13,1,61,61,bears,bears
RD,Story9,5,RD_Story9_s5_k53,53,9,0,13,1,62,62,are,are
RD,Story9,5,RD_Story9_s5_k53,53,10,0,13,1,63,63,said,said
RD,Story9,6,RD_Story9_s6_k70,70,0,0,3,1,70,70,another,the
RD,Story9,6,RD_Story9_s6_k70,70,1,0,3,1,71,71,Bear,Bear
RD,Story9,6,RD_Story9_s6_k70,70,2,0,3,1,72,72,wandered,wandered
RD,Story9,6,RD_Story9_s6_k70,70,3,1,3,1,73,73,off.,off.
RD,Story9,7,RD_Story9_s7_k95,95,0,0,1,2,95,95,her,your
RD,Story9,7,RD_Story9_s7_k95,95,1,1,1,2,96,96,ear?”.,ear?”.
RD,Story10,2,RD_Story10_s2_k32,32,0,0,1,2,32,32,the,any
RD,Story10,2,RD_Story10_s2_k32,32,1,1,1,2,33,33,wish.,wish.
RD,Story10,3,RD_Story10_s3_k64,64,0,0,5,1,64,64,another,the
RD,Story10,3,RD_Story10_s3_k64,64,1,0,5,1,65,65,request,request
RD,Story10,3,RD_Story10_s3_k64,64,2,0,5,1,66,66,but,but
RD,Story10,3,RD_Story10_s3_k64,64,3,0,5,1,67,67,honored,honored
RD,Story10,3,RD_Story10_s3_k64,64,4,0,5,1,68,68,his,his
RD,Story10,3,RD_Story10_s3_k64,64,5,1,5,1,69,69,promise.,promise.
RD,Story10,5,RD_Story10_s5_k87,87,0,0,16,1,87,87,"him,","it,"
RD,Story10,5,RD_Story10_s5_k87,87,1,0,16,1,88,88,the,the
RD,Story10,5,RD_Story10_s5_k87,87,2,0,16,1,89,89,sting,sting
RD,Story10,5,RD_Story10_s5_k87,87,3,0,16,1,90,90,will,will
RD,Story10,5,RD_Story10_s5_k87,87,4,0,16,1,91,91,remain,remain
RD,Story10,5,RD_Story10_s5_k87,87,5,0,16,1,92,92,in,in
RD,Story10,5,RD_Story10_s5_k87,87,6,0,16,1,93,93,the,the
RD,Story10,5,RD_Story10_s5_k87,87,7,0,16,1,94,94,wound,wound
RD,Story10,5,RD_Story10_s5_k87,87,8,0,16,1,95,95,you,you
RD,Story10,5,RD_Story10_s5_k87,87,9,0,16,1,96,96,"inflict,","inflict,"
RD,Story10,5,RD_Story10_s5_k87,87,10,0,16,1,97,97,and,and
RD,Story11,3,RD_Story11_s3_k43,43,0,0,2,2,43,43,it,him
RD,Story11,3,RD_Story11_s3_k43,43,1,0,2,2,44,44,for,for
RD,Story11,3,RD_Story11_s3_k43,43,2,1,2,2,45,45,days.,days.
RD,Story11,4,RD_Story11_s4_k53,53,0,0,14,1,53,53,a,the
RD,Story11,4,RD_Story11_s4_k53,53,1,0,14,1,54,54,cook,cook
RD,Story11,4,RD_Story11_s4_k53,53,2,0,14,1,55,55,noticed,noticed
RD,Story11,4,RD_Story11_s4_k53,53,3,0,14,1,56,56,him,him
RD,Story11,4,RD_Story11_s4_k53,53,4,0,14,1,57,57,and,and
RD,Story11,4,RD_Story11_s4_k53,53,5,0,14,1,58,58,quickly,quickly
RD,Story11,4,RD_Story11_s4_k53,53,6,0,14,1,59,59,threw,threw
RD,Story11,4,RD_Story11_s4_k53,53,7,0,14,1,60,60,him,him
RD,Story11,4,RD_Story11_s4_k53,53,8,0,14,1,61,61,out,out
RD,Story11,4,RD_Story11_s4_k53,53,9,0,14,1,62,62,of,of
RD,Story11,4,RD_Story11_s4_k53,53,10,0,14,1,63,63,the,the
RD,Story11,5,RD_Story11_s5_k68,68,0,0,11,1,68,68,Another,The
RD,Story11,5,RD_Story11_s5_k68,68,1,0,11,1,69,69,dog,dog
RD,Story11,5,RD_Story11_s5_k68,68,2,0,11,1,70,70,landed,landed
RD,Story11,5,RD_Story11_s5_k68,68,3,0,11,1,71,71,on,on
RD,Story11,5,RD_Story11_s5_k68,68,4,0,11,1,72,72,the,the
RD,Story11,5,RD_Story11_s5_k68,68,5,0,11,1,73,73,"ground,","ground,"
RD,Story11,5,RD_Story11_s5_k68,68,6,0,11,1,74,74,limped,limped
RD,Story11,5,RD_Story11_s5_k68,68,7,0,11,1,75,75,"away,","away,"
RD,Story11,5,RD_Story11_s5_k68,68,8,0,11,1,76,76,and,and
RD,Story11,5,RD_Story11_s5_k68,68,9,0,11,1,77,77,howled,howled
RD,Story11,5,RD_Story11_s5_k68,68,10,0,11,1,78,78,in,in
RD,Story11,8,RD_Story11_s8_k111,111,0,0,3,1,111,111,they,I
RD,Story11,8,RD_Story11_s8_k111,111,1,0,3,1,112,112,ended,ended
RD,Story11,8,RD_Story11_s8_k111,111,2,0,3,1,113,113,up,up
RD,Story11,8,RD_Story11_s8_k111,111,3,1,3,1,114,114,"outside.""","outside."""
